city,district,voivodeship,localization_y,localization_x,market,area,rent,rooms,floor,floors,state,build_yr,build_type,build_material,parking,parking_spots,kitchen,windows,ownership,transport,education,health,recreation,other,other2,additional_area,bathroom,installation,noise,heating,media,direction,price,url
Szczecin,Gumieñce,zachodniopomorskie,53.4298322119137,14.4866505747099,wtorny,56.90,,3,2,3,wysoki standard,2008,apartamentowiec,,,,w aneksie,,w³asnoœæ,,,,,,,balkon,,,,,,,473000,https://gratka.pl/nieruchomosci/mieszkanie-szczecin-gumience-ul-polskich-marynarzy/ob/19445735
Warszawa,Œródmieœcie,mazowieckie,52.2578151,20.9869177,wtorny,50.23,,2,parter,9,,2020,apartamentowiec,,w gara¿u,1,,,w³asnoœæ,,,,,,,taras*piwnica,,,,,,,655549,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-srodmiescie-ul-pamietajcie-o-ogrodach/ob/19410831
Kraków,ma³opolskie,,50.0207836,20.0469294,wtorny,50.98,,2,4,4,,2021,,,,,,,,,,,,,,,,,,,,,327150,https://gratka.pl/nieruchomosci/mieszkanie-krakow-ul-agatowa/ob/19460515
Szczecin,zachodniopomorskie,,53.4294606,14.5520172,pierwotny,69.29,,3,4,5,,2018,,,,,,,w³asnoœæ,,,,,,,,,,,,,,432875,https://gratka.pl/nieruchomosci/nowe-mieszkanie-szczecin-ul-jana-pawla-ii/ob/19390905
Kraków,Mistrzejowice,ma³opolskie,50.0989342456512,20.0201473608677,pierwotny,68.31,,3,5,9,,,blok,,przynale¿ne na ulicy,,,plastikowe/PCV,w³asnoœæ,,,,,,,,,,,,,,532818,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-mistrzejowice-ul-osiedle-piastow/ob/17452817
Warszawa,Wilanów,mazowieckie,52.1621185028033,21.0755167153544,wtorny,110.37,,4,parter,4,,2008,,,,,,,,,,,,,,taras,,,,,,,1240000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-wilanow-ul-franciszka-klimczaka/ob/18818341
Wroc³aw,So³tysowice,dolnoœl¹skie,51.15277778,17.07138889,wtorny,80,,3,2,2,,2015,apartamentowiec,ceg³a,,1,oddzielna,,w³asnoœæ,,,,,,,balkon,,,,,,,665000,https://gratka.pl/nieruchomosci/mieszkanie-wroclaw-soltysowice/ob/18445587
Warszawa,S³odowiec,mazowieckie,52.2901606,20.9496287,wtorny,132,,3,4,5,,2017,apartamentowiec,ceg³a,w gara¿u,1,w aneksie,,w³asnoœæ,,,,,,,balkon,,,,,,,1599000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-slodowiec-ul-marymoncka/ob/19390157
Sosnowiec,Zagórze,œl¹skie,50.2761517886578,19.1760794483903,wtorny,64,700,3,6,8,do remontu,1987,blok,p³yta,,,oddzielna,plastikowe/PCV,spó³dzielcze w³asnoœciowe,,,,,,,,,,ciche,,,,275000,https://gratka.pl/nieruchomosci/mieszkanie-sosnowiec-zagorze-ul-11-listopada/ob/18366147
Warszawa,Œródmieœcie,mazowieckie,52.2331,20.9912,wtorny,119,,3,2,7,,,,,w gara¿u,,,,,,,,,,,balkon,,,,,,,1259000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-srodmiescie/ob/18901691
Kraków,ma³opolskie,,50.083426,19.8728125,wtorny,56.93,,3,1,3,,2019,blok,,,1,,,,,,,,,,balkon,,,,,,,415589,https://gratka.pl/nieruchomosci/mieszkanie-krakow/ob/18757559
Gi¿ycko,gi¿ycki,warmiñsko-mazurskie,54.042,21.7777,wtorny,65.60,,3,4,4,,,blok,,,,oddzielna,,w³asnoœæ,,,,,,,balkon*piwnica,,,,,,,232000,https://gratka.pl/nieruchomosci/mieszkanie-gizycko-ul-daszynskiego/ob/18706325
Warszawa,Bielany,mazowieckie,52.2837778500271,20.9697800383268,wtorny,114.80,,3,4,4,,2006,blok,ceg³a,w gara¿u,,,,w³asnoœæ,,,,,,,taras,,,,,,,1800000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-bielany-ul-kiwerska/ob/18887125
Wroc³aw,Stab³owice,dolnoœl¹skie,51.15361111,16.89194444,wtorny,53.80,550,3,3,3,,2016,blok,,przynale¿ne na ulicy,,w aneksie,,w³asnoœæ,,,,,,,,,,ciche,,,,430000,https://gratka.pl/nieruchomosci/mieszkanie-wroclaw-stablowice-ul-stablowice/ob/9893713
Rybnik,œl¹skie,,50.0982442510423,18.5545782188805,wtorny,77.53,,3,1,1,,,,,,,,,,,,,,,,balkon,,,,,,,470000,https://gratka.pl/nieruchomosci/mieszkanie-rybnik-ul-kochanowskiego/ob/18345217
Poznañ,Œródka,wielkopolskie,52.4111778,16.9531303,wtorny,20.73,,1,6,6,,2022,blok,ceg³a,,,,,w³asnoœæ,,,,,,,balkon,,,,,,,132525,https://gratka.pl/nieruchomosci/mieszkanie-poznan-srodka-ul-nadolnik/ob/18785573
Warszawa,Rakowiec,mazowieckie,52.19747,20.97505,wtorny,37.40,,2,3,4,,1974,,,,,,,,,,,,,,balkon*piwnica,,,,,,,420000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-rakowiec-ul-okinskiego/ob/19476185
Kraków,Mistrzejowice,ma³opolskie,50.0922795552927,19.991767157138,wtorny,53.87,625,3,1,5,,2007,blok,,,,w aneksie,plastikowe/PCV,w³asnoœæ,,,,,,,,osobne WC,,ciche,,,,445000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-mistrzejowice-ul-osiedle-oswiecenia/ob/18983679
Wroc³aw,Nadodrze,dolnoœl¹skie,51.1167,17.0419,pierwotny,75.16,,3,1,5,,2020,apartamentowiec,,w gara¿u,,w aneksie,,,,,,,,,,,,,,,,665000,https://gratka.pl/nieruchomosci/nowe-mieszkanie-wroclaw-nadodrze-ul-ok-pl-bema/ob/19183223
Lublin,Œródmieœcie,lubelskie,51.2507381367679,22.5606541754985,wtorny,83,,3,3,5,wysoki standard,2008,blok,,,1,w aneksie,,w³asnoœæ,,,,,,,balkon*piwnica,,,,,,,660000,https://gratka.pl/nieruchomosci/mieszkanie-lublin-srodmiescie-ul-niecala/ob/18654711
Wroc³aw,Jagodno,dolnoœl¹skie,51.0538,17.0607,pierwotny,50.40,,3,4,4,,2021,blok,,,1,,,w³asnoœæ,,,,,,,,,,,,,,382536,https://gratka.pl/nieruchomosci/nowe-mieszkanie-wroclaw-jagodno-ul-kajdasza/ob/19340795
Warszawa,Praga-Po³udnie,mazowieckie,52.2459929,21.0747359,wtorny,34.53,,1,1,5,,,blok,,,,,,w³asnoœæ,,,,,,,balkon,,,,,,,398000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-praga-poludnie-ul-grochowska/ob/18889473
Bytom,£agiewniki,œl¹skie,50.32416667,18.92777778,wtorny,29,,1,2,,,,kamienica,ceg³a,,,,,,,,,,,,,,,,,,,84999,https://gratka.pl/nieruchomosci/mieszkanie-bytom-lagiewniki/ob/18745917
Kraków,Zwierzyniec,ma³opolskie,,,wtorny,87,350,2,2,2,stan deweloperski,2020,apartamentowiec,pustak,w gara¿u,,w aneksie,plastikowe/PCV,w³asnoœæ,lotnisko*autobus,¿³obek*przedszkole*szko³a podstawowa*uczelnia*szko³a œrednia,apteka*przychodnia / szpital*weterynarz,,bazarek*sklep,,antresola,prysznic,nowa,ciche,,,wschodnie*zachodnie,721440,https://gratka.pl/nieruchomosci/mieszkanie-krakow-zwierzyniec-ul-piotra-borowego/ob/18946175
Warszawa,Wola,mazowieckie,52.23722222,20.96055556,pierwotny,29.15,,1,4,27,,,apartamentowiec,,,,,,,,,,,,,,,,,,,,411015,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-wola/ob/18889223
Hiszpania,zagranica,,41.37713786,2.17845805,wtorny,75,,4,1,10,,1986,,,,,,,,,,,,,,,,,,,,,672000,https://gratka.pl/nieruchomosci/mieszkanie-katalonia/ob/19422835
Ko³obrzeg,ko³obrzeski,zachodniopomorskie,54.17729461,15.60828361,pierwotny,77.26,,4,1,4,,2020,,,,,w aneksie,,,,,,,,,balkon*piwnica,,,,,,,445733,https://gratka.pl/nieruchomosci/nowe-mieszkanie-kolobrzeg-ul-koszalinska/ob/19358683
Kielce,œwiêtokrzyskie,,50.8884247,20.6568777,wtorny,69.99,,3,3,4,dobry,,blok,,,,,,w³asnoœæ,,,,,,,balkon,,,,,,,310000,https://gratka.pl/nieruchomosci/mieszkanie-kielce-ul-bp-mieczyslawa-jaworskiego/ob/18647209
Gdynia,Red³owo,pomorskie,54.4978,18.5449,pierwotny,92.84,,4,3,3,,2021,apartamentowiec,,w gara¿u,13,w aneksie,,w³asnoœæ,,,,,,,balkon,,,,,,,1151216,https://gratka.pl/nieruchomosci/nowe-mieszkanie-gdynia-redlowo-ul-nocznickiego/ob/19483101
Kraków,£agiewniki-Borek Fa³êcki,ma³opolskie,50.016,19.9161,pierwotny,81.89,,3,parter,2,,,apartamentowiec,,w gara¿u,,,,w³asnoœæ,,,,,,,,,,,,,,899470,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-lagiewniki-borek-falecki-ul-zywiecka-okolice/ob/16712509
Gdañsk,Wrzeszcz,pomorskie,54.3861466301651,18.6260899391423,wtorny,68,,3,3,3,wysoki standard,1953,kamienica,pustak,,,,,w³asnoœæ,,,,,,,,,,,,,,499000,https://gratka.pl/nieruchomosci/mieszkanie-gdansk-wrzeszcz-ul-manifestu-polanieckiego/ob/18800123
Toruñ,kujawsko-pomorskie,,53.01973348748207,18.618089610131705,wtorny,37,,2,3,10,,,blok,p³yta,,,w aneksie,,,,,,,,,balkon*piwnica,,,,,,,265000,https://gratka.pl/nieruchomosci/mieszkanie-torun-ul-wojska-polskiego/ob/19249657
Warszawa,Œródmieœcie,mazowieckie,52.23055556,21.0125,wtorny,97.07,,3,3,3,do odœwie¿enia,,blok,,,,,,w³asnoœæ,,,,,,,,,,,,,,1800000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-srodmiescie/ob/18479765
£ódŸ,Ba³uty,³ódzkie,51.7900307,19.4408533,wtorny,62.71,,3,6,10,do remontu,1970,blok,ceg³a,,,,,w³asnoœæ,,,,,,,,,,,,,,309000,https://gratka.pl/nieruchomosci/mieszkanie-lodz-baluty-ul-boleslawa-prusa/ob/19184449
Piekary Œl¹skie,Lipka,œl¹skie,50.3899,18.9496,wtorny,108.66,,4,3,4,nowa,2020,apartamentowiec,,,,w aneksie,plastikowe/PCV,,,,,,,,,,nowa,,,,,532434,https://gratka.pl/nieruchomosci/mieszkanie-piekary-slaskie-lipka-ul-mieszkanie-z-tarasem-na-dachu/ob/16159695
Warszawa,Bia³o³êka,mazowieckie,52.3254,21.06238,pierwotny,56.50,,3,1,2,,2022,,,,,,,,,,,,,,balkon*piwnica,,,,,,,360240,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-bialoleka-ul-leona-berensona/ob/19372131
Poznañ,Rataje,wielkopolskie,,,wtorny,63,,3,4,4,,,blok,,parking strze¿ony,,,plastikowe/PCV,,PKP*PKS*lotnisko*autobus*tramwaj,¿³obek*przedszkole*szko³a podstawowa*uczelnia*szko³a œrednia,apteka*przychodnia / szpital,,bazarek*centrum handlowe*sklep,,,osobne WC,,ciche,,,,363000,https://gratka.pl/nieruchomosci/mieszkanie-poznan-rataje-ul-os-armii-krajowej-okazja/ob/19092707
Gliwice,Wójtowa Wieœ,œl¹skie,,,pierwotny,114,,4,parter,1,,,apartamentowiec,pustak,przynale¿ne na ulicy,,,plastikowe/PCV,udzia³,,,,,,,,osobne WC*z oknem,,,,,,459000,https://gratka.pl/nieruchomosci/nowe-mieszkanie-gliwice-wojtowa-wies-ul-ignacego-daszynskiego-276/ob/18605727
Rybnik,œl¹skie,,50.0995348,18.5226208,wtorny,55.72,,3,4,10,do odœwie¿enia,,blok,p³yta,,,w aneksie,,spó³dzielcze w³asnoœciowe,,,,,,,piwnica,,,,,,,209000,https://gratka.pl/nieruchomosci/mieszkanie-rybnik/ob/18715417
£ódŸ,Œródmieœcie,³ódzkie,51.76166667,19.46416667,pierwotny,56.39,,2,2,5,,,apartamentowiec,,,,,,,,,,,,,,,,,,,,Zapytajoce,https://gratka.pl/nieruchomosci/nowe-mieszkanie-lodz-srodmiescie/ob/18119771
£ódŸ,Polesie,³ódzkie,51.7592,19.456,wtorny,64.22,520,3,3,4,czêœciowo wymieniona,,blok,p³yta,przynale¿ne na ulicy,,w aneksie,plastikowe/PCV,spó³dzielcze w³asnoœciowe,autobus*tramwaj,¿³obek*przedszkole*szko³a podstawowa*szko³a œrednia,apteka*przychodnia / szpital*weterynarz,,bazarek*sklep,,,,czêœciowo wymieniona,umiarkowanie g³oœne,,,,375000,https://gratka.pl/nieruchomosci/mieszkanie-lodz-polesie/ob/19484605
Boles³awiec,boles³awiecki,dolnoœl¹skie,51.261696,15.568019,pierwotny,81.80,,4,parter,1,,2020,,pustak,,,,,w³asnoœæ,,,,,,,,,,,,,,339000,https://gratka.pl/nieruchomosci/nowe-mieszkanie-boleslawiec/ob/18813431
Warszawa,Mokotów,mazowieckie,52.194157,21.0346955,wtorny,38,,2,4,6,,2020,,ceg³a,w gara¿u,1,w aneksie,,w³asnoœæ,,,,,,,,,,,,,,458000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-mokotow/ob/19433257
,,,,21.0346955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gratka.pl/nieruchomosci/mieszkanie-gdansk-srodmiescie-ul-podwale-przedmiejskie/ob/19443819
Warszawa,Muranów,mazowieckie,52.2510505,20.9856033,wtorny,50,,2,2,4,,1957,,,,,,,,,,,,,,,,,,,,,679000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-muranow-ul-stawki/ob/19442543
Sosnowiec,Kazimierz,œl¹skie,50.2863,19.1041,wtorny,90,860,3,4,4,do odœwie¿enia,,blok,,,,oddzielna,plastikowe/PCV,w³asnoœæ,PKP*autobus*tramwaj,¿³obek*przedszkole*szko³a podstawowa,apteka*przychodnia / szpital,,bazarek*sklep,,,osobne WC*wanna,po wymianie,ciche,,,,250000,https://gratka.pl/nieruchomosci/mieszkanie-sosnowiec-kazimierz/ob/18065889
Warszawa,Ursynów,mazowieckie,52.14916667,21.04416667,wtorny,146.14,,5,1,1,dobry,2008,,,,1,przeœwit,,w³asnoœæ,,,,,,,,,,,,,,1399000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-ursynow/ob/18801237
Warszawa,Targówek,mazowieckie,52.2823819,21.0653678,wtorny,35,,2,12,12,,1978,,p³yta,,,oddzielna,,spó³dzielcze w³asnoœciowe z KW,,,,,,,,,,,,,,387000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-targowek-ul-witolinska/ob/19450243
Warszawa,Bielany,mazowieckie,52.2859427,20.9408748,wtorny,26,,1,4,10,dobry,1976,,,,,,,spó³dzielcze w³asnoœciowe,,,,,,,,,,,,,,309000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-bielany-ul-kasprowicza/ob/19439641
Gdynia,D¹browa,pomorskie,54.4710559759015,18.4628046754918,wtorny,59,,2,4,4,,2014,blok,,,,,,w³asnoœæ,,,,,,,,,,,,,,649000,https://gratka.pl/nieruchomosci/mieszkanie-gdynia-dabrowa-ul-gorczycowa/ob/18712713
Warszawa,Zawady,mazowieckie,52.17327,21.10794,pierwotny,70.03,,4,1,2,,2021,apartamentowiec,,,,,,,,,,,,,balkon,,,,,,,569600,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-zawady/ob/19282449
Warszawa,Stegny,mazowieckie,52.17814,21.05478,wtorny,31,,1,9,10,,1975,,,,,,,,,,,,,,,,,,,,,330000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-stegny/ob/18600985
Gdynia,Ob³u¿e,pomorskie,54.55141,18.51925,wtorny,32.40,,2,4,4,,,blok,,,,,,,,,,,,,piwnica,,,,,,,268000,https://gratka.pl/nieruchomosci/mieszkanie-gdynia-obluze-ul-stolarska/ob/19439363
Toruñ,Na Skarpie,kujawsko-pomorskie,53.0236647,18.7022442,wtorny,37,,2,3,10,do remontu,1984,,p³yta,,,oddzielna,,w³asnoœæ,,,,,,,,,,,,,,210000,https://gratka.pl/nieruchomosci/mieszkanie-torun-na-skarpie/ob/19476629
Sopot,Wyœcigi,pomorskie,54.42916667,18.56444444,wtorny,96,800,4,1,3,œwie¿o po remoncie,2009,apartamentowiec,,w gara¿u,1,oddzielna,drewniane,w³asnoœæ,autobus*PKP,szko³a podstawowa*przedszkole,apteka,,sklep,,balkon,wanna*prysznic,,ciche,,,,1665000,https://gratka.pl/nieruchomosci/mieszkanie-4-pokoje-w-sopocie/oi/19487727
Toruñ,Bielany,kujawsko-pomorskie,53.0261217,18.5496221,wtorny,70,,4,2,4,,1994,,ceg³a,,,w aneksie,,spó³dzielcze w³asnoœciowe z KW,,,,,,,piwnica,,,,,,,455000,https://gratka.pl/nieruchomosci/mieszkanie-torun-bielany/ob/19427361
Warszawa,Bia³o³êka,mazowieckie,52.3326536,21.055613,pierwotny,61.59,,4,2,2,,2021,,,,,,,,,,,,,,,,,,,,,436889,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-bialoleka-ul-katy-grodziskie/ob/19339997
Opole,opolskie,,50.6321722259055,17.9579214789712,wtorny,78.87,,4,2,3,,1930,,,,,,,w³asnoœæ,,,,,,,,,,,,,,215000,https://gratka.pl/nieruchomosci/mieszkanie-opole-ul-ksiedza-jerzego-popieluszki/ob/17602474
Józefos³aw,piaseczyñski,mazowieckie,52.107322,21.03996,wtorny,75,,3,1,1,wysoki standard,,,,,1,w aneksie,,,,,,,,,balkon,,,,,,,655000,https://gratka.pl/nieruchomosci/mieszkanie-jozefoslaw/ob/18819649
Poznañ,wielkopolskie,,52.404581,16.948905,pierwotny,20,,1,parter,4,,2019,apartamentowiec,beton,,,w aneksie,,w³asnoœæ,,,,,,,,,,,,,,189000,https://gratka.pl/nieruchomosci/nowe-mieszkanie-poznan/ob/18983161
Sopot,pomorskie,,54.43628,18.56794,wtorny,35.40,,1,3,3,,1930,kamienica,,,,,,,,,,,,,piwnica,,,,,,,499000,https://gratka.pl/nieruchomosci/mieszkanie-sopot-ul-3-maja/ob/19442263
Warszawa,Goc³aw,mazowieckie,52.2275132,21.0906548,wtorny,64,,3,9,10,,,blok,,,,,,w³asnoœæ,,,,,,,,,,,,,,539000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-goclaw-ul-orlego-lotu/ob/19296111
Warszawa,Stary Mokotów,mazowieckie,52.2036109,21.011942,wtorny,34,,1,2,3,,1934,kamienica,ceg³a,,,,,w³asnoœæ,,,,,,,,,,,,,,440000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-stary-mokotow-ul-madalinskiego/ob/19360763
Wroc³aw,Jagodno,dolnoœl¹skie,51.0578,17.0569,pierwotny,35.57,,2,4,5,,,apartamentowiec,,,,w aneksie,,,,,,,,,,,,,,,,304182,https://gratka.pl/nieruchomosci/nowe-mieszkanie-wroclaw-jagodno-ul-buforowa/ob/19256809
Wa³brzych,Podgórze,dolnoœl¹skie,50.74388889,16.29361111,wtorny,68,,2,parter,3,do odœwie¿enia,,kamienica,ceg³a,,,,,,,,,,,,,,,,,,,89000,https://gratka.pl/nieruchomosci/mieszkanie-walbrzych-podgorze/ob/18647829
Dêbica,dêbicki,podkarpackie,50.0541834638144,21.4310399809065,wtorny,69,,4,1,,,,blok,,,,,,w³asnoœæ,,,,,,,,,,,,,,289000,https://gratka.pl/nieruchomosci/mieszkanie-debica-ul-rzeszowska/ob/18456159
Trzebnica,trzebnicki,dolnoœl¹skie,51.309347,17.066278,pierwotny,66.26,,3,3,3,,,apartamentowiec,,w gara¿u,,w aneksie,plastikowe/PCV,,,,,,,,,,,,,,,Zapytajoce,https://gratka.pl/nieruchomosci/nowe-mieszkanie-trzebnica/ob/19075397
Gdañsk,Jelitkowo,pomorskie,54.4188355655261,18.6051880687692,wtorny,95.60,,2,2,3,,2009,apartamentowiec,pustak,,,,,,,,,,,,balkon*taras,,,,,,,2490000,https://gratka.pl/nieruchomosci/mieszkanie-gdansk-jelitkowo-ul-wypoczynkowa/ob/18425393
Warszawa,Szczêœliwice,mazowieckie,52.2096,20.9584,wtorny,120.50,1150,4,7,7,,2004,apartamentowiec,pustak,w gara¿u,,,plastikowe/PCV,,PKP*lotnisko*autobus*kolej podmiejska*metro*tramwaj,przedszkole*szko³a podstawowa,,,centrum handlowe,,,,,,,,,1280000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-szczesliwice-ul-zlotego-smoka/ob/19210975
Warszawa,Tarchomin,mazowieckie,52.3230378612604,20.9527571618836,wtorny,137.13,,5,3,3,dobry,1996,blok,ceg³a,,,,,spó³dzielcze w³asnoœciowe,,,,,,,balkon*piwnica,,,,,,,867000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-tarchomin-ul-aleksandra-kaminskiego/ob/18369905
Kraków,Stare Miasto,ma³opolskie,50.051078893909,19.9383406982013,wtorny,28,500,1,3,4,nowa,2015,apartamentowiec,ceg³a,,,,plastikowe/PCV,w³asnoœæ,,,,,,,,,nowa,ciche,,,,699000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-ul-sukiennicza/ob/16696793
Warszawa,Wola,mazowieckie,52.2415110963922,20.9773117423074,wtorny,100,,4,7,,wysoki standard,2008,apartamentowiec,ceg³a,,1,,,w³asnoœæ,,,,,,,balkon,,,,,,,1290000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-wola-ul-okopowa/ob/18997945
Wroc³aw,Psie Pole,dolnoœl¹skie,51.1439746842191,17.1117385698918,wtorny,59.10,,3,3,4,,1930,kamienica,ceg³a,,,w aneksie,,w³asnoœæ,,,,,,,balkon*piwnica,,,,,,,399000,https://gratka.pl/nieruchomosci/mieszkanie-wroclaw-psie-pole-ul-zielna/ob/18913495
Warszawa,Praga-Pó³noc,mazowieckie,52.2585545919908,21.0270607757875,wtorny,86.50,,4,6,10,,1993,blok,,,,,,spó³dzielcze w³asnoœciowe,,,,,,,,,,,,,,799000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-praga-polnoc-ul-jagiellonska/ob/19199417
Kraków,Stare Miasto,ma³opolskie,50.0772348755631,19.9593300809304,wtorny,30,,1,1,5,,2019,apartamentowiec,,,1,w aneksie,,,,,,,,,balkon,,,,,,,440000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-ul-rakowicka/ob/17973295
Wroc³aw,Krzyki,dolnoœl¹skie,51.07370873,16.99546337,wtorny,24,,1,5,,,,blok,,,,,,w³asnoœæ,,,,,,,,,,,,,,270000,https://gratka.pl/nieruchomosci/mieszkanie-wroclaw-krzyki/ob/19278015
Warszawa,Sadyba,mazowieckie,52.18611111,21.06416667,pierwotny,54.84,,2,3,10,,2022,,,,,,,w³asnoœæ,,,,,,,,,,,,,,669007,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-sadyba-ul-sadyba/ob/19322625
Kraków,ma³opolskie,,50.0487068,19.9649422,wtorny,37,,2,3,7,,2018,apartamentowiec,,,,,,w³asnoœæ,,,,,,,balkon*piwnica,,,,,,,589000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-ul-zablocie/ob/19186199
Kraków,Czy¿yny,ma³opolskie,50.0754,19.9918,wtorny,50.22,560,2,parter,4,,2009,blok,,,,,plastikowe/PCV,w³asnoœæ,,,,,,,,,,ciche,,,,568000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-czyzyny-al-jana-pawla-ii/ob/17596758
Z¹bki,wo³omiñski,mazowieckie,52.2799791503067,21.116040405745,pierwotny,38.21,,2,2,4,,,blok,,,,w aneksie,,,,,,,,,,,,,,,,271291,https://gratka.pl/nieruchomosci/nowe-mieszkanie-zabki-ul-mila/ob/14557148
Warszawa,Czyste,mazowieckie,52.22729,20.95065,pierwotny,64.96,,3,3,8,,2021,blok,beton,,,,,w³asnoœæ,,,,,,,,,,,,,,656030,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-czyste-ul-ordona/ob/19323795
Katowice,Tysi¹clecie,œl¹skie,50.279167,18.973333,pierwotny,61.75,,3,4,16,,,apartamentowiec,,,1,,,w³asnoœæ,,,,,,,,,,,,,,414033,https://gratka.pl/nieruchomosci/nowe-mieszkanie-katowice-tysiaclecie/ob/18536257
Warszawa,Stegny,mazowieckie,52,21,wtorny,68,,4,2,10,do remontu,1976,blok,p³yta,,,oddzielna,,spó³dzielcze w³asnoœciowe,,,,,,,balkon*taras*piwnica,,,,,,,575000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-stegny-ul-sozopolska/ob/19424875
Wa³brzych,Nowe Miasto,dolnoœl¹skie,50.76676382,16.29761696,wtorny,73,,3,1,,,,kamienica,ceg³a,,,,,,,,,,,,piwnica,,,,,,,159900,https://gratka.pl/nieruchomosci/mieszkanie-walbrzych-nowe-miasto/ob/19198891
Ko³obrzeg,ko³obrzeski,zachodniopomorskie,54.181224,15.558957,pierwotny,90.89,,3,3,5,,2020,blok,,,1,w aneksie,,w³asnoœæ,,,,,,,balkon,,,,,,,530070,https://gratka.pl/nieruchomosci/nowe-mieszkanie-kolobrzeg/ob/19335619
Olsztyn,Zatorze,warmiñsko-mazurskie,,,pierwotny,55.99,,3,3,7,,,blok,,przynale¿ne na ulicy,,w aneksie,plastikowe/PCV,w³asnoœæ,,,,,,,,,,,,,wschodnie*po³udniowe,319087,https://gratka.pl/nieruchomosci/nowe-mieszkanie-olsztyn-zatorze-ul-marii-zientary-malewskiej-33/ob/11489275
Olsztyn,warmiñsko-mazurskie,,53.8244,20.5174,wtorny,62.50,1,3,1,1,nowa,2020,apartamentowiec,pustak,przynale¿ne na ulicy,,,plastikowe/PCV,w³asnoœæ,,,,,sklep,,,osobne WC*wanna*prysznic,nowa,ciche,,,,299000,https://gratka.pl/nieruchomosci/mieszkanie-olsztyn-kiezliny-ul-edyty-stein/ob/14405116
Wroc³aw,Krzyki,dolnoœl¹skie,51,16,wtorny,123.20,,4,4,5,,2006,blok,pustak,,1,,,w³asnoœæ,,,,,,,,,,,,,,1280000,https://gratka.pl/nieruchomosci/mieszkanie-wroclaw-krzyki-ul-krzycka/ob/19427849
Kielce,œwiêtokrzyskie,,50.869805,20.633692,pierwotny,55.50,,3,parter,4,,2020,apartamentowiec,,,,,,,,,,,,,,,,,,,,435000,https://gratka.pl/nieruchomosci/nowe-mieszkanie-kielce/ob/19181545
,,,,20.633692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gratka.pl/nieruchomosci/mieszkanie-krakow-lobzow-ul-wladyslawa-lokietka/ob/18668585
Kraków,Nowa Huta,ma³opolskie,50.0848175142166,20.022073996964,wtorny,37.22,,2,8,10,,1970,blok,p³yta,,,oddzielna,,spó³dzielcze w³asnoœciowe,,,,,,,piwnica,,,,,,,320000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-nowa-huta-ul-os-kazimierzowskie/ob/18629157
Polanica-Zdrój,k³odzki,dolnoœl¹skie,50.4119089,16.5148115,wtorny,92,,3,1,2,,2004,,,,,,,,,,,,,,,,,,,,,320000,https://gratka.pl/nieruchomosci/mieszkanie-polanica-zdroj/ob/19311169
Borne Sulinowo,szczecinecki,zachodniopomorskie,53.5879923,16.5438382,wtorny,110.13,,3,2,3,,1936,,ceg³a,,,,,w³asnoœæ,,,,,,,balkon*piwnica,,,,,,,467000,https://gratka.pl/nieruchomosci/mieszkanie-borne-sulinowo-ul-jeziorna/ob/18692129
